Compound,Date,Negative,Neutral,Positive,Tweet,Tweets Ago,User
0.0,Mon Jun 04 17:01:13 +0000 2018,1.0,0.0,0.0,"📸 From #Manhattanhenge to the world's largest freshwater pearl, here are some of the most striking news photos take… https://t.co/5Tp0s3MG7n",37,BBC
0.0,Mon Jun 04 16:01:04 +0000 2018,1.0,0.0,0.0,"🤷‍♀️😂 When @CubaGoodingJr took over @BBCBreakfast.
 https://t.co/XSPs0MOKoN",38,BBC
-0.4215,Mon Jun 04 13:03:05 +0000 2018,0.865,0.135,0.0,"🧔 Bearded men have been taking pictures of themselves from below and it's freaking people out...
👉… https://t.co/FQ9t0swX2t",39,BBC
0.5411,Mon Jun 04 12:34:04 +0000 2018,0.83,0.0,0.17,RT @bbcdoctorwho: Every episode of #DoctorWho since 2005 is now available to watch on @BBCiPlayer… Enjoy! https://t.co/uNWq307bei https://t…,40,BBC
0.6369,Mon Jun 04 12:01:05 +0000 2018,0.755,0.0,0.245,"❤️ Ethan Hawke will be forever grateful to Robin Williams for helping launch his career.
#TheGNShow https://t.co/uYMvKQvuev",41,BBC
0.0,Mon Jun 04 11:05:00 +0000 2018,1.0,0.0,0.0,"Would you describe yourself as a feminist?

#HearHer https://t.co/4UZzAu2IRO",42,BBC
0.9183,Mon Jun 04 10:18:03 +0000 2018,0.578,0.048,0.374,"RT @BBCSpringwatch: Surely this is the only way to react to chicks fledging?! 😂 We sure are excited here at #Springwatch HQ! 

Thanks for c…",43,BBC
0.7263,Mon Jun 04 08:00:15 +0000 2018,0.529,0.123,0.348,"💡 Brilliant idea! 

Plastic waste is being being recycled in to amazing furniture. https://t.co/cb0lSVhAFX",44,BBC
0.0,Mon Jun 04 07:24:07 +0000 2018,1.0,0.0,0.0,"📚 Every story in the world has one of these six basic plots. 
👉 https://t.co/eoZXHpOX4q https://t.co/YC6oLjIn1O",45,BBC
0.2006,Mon Jun 04 07:00:15 +0000 2018,0.715,0.119,0.166,📸🦊 This photographer captures foxes in their most natural of habitats - the darkness. https://t.co/bkNUknwSAC,46,BBC
0.1779,Sun Jun 03 20:42:07 +0000 2018,0.683,0.165,0.153,RT @BBCTwo: Here's why @MrNishKumar wants The Spice Girls to stop right now. 😂 #LiveAtTheApollo https://t.co/Beqy2kfFah,47,BBC
0.0,Sun Jun 03 20:03:08 +0000 2018,1.0,0.0,0.0,"A documentary about the trial of Jeremy Thorpe, which has remained unseen for nearly 40 years. 

The Jeremy Thorpe… https://t.co/jLEcBHG1Cx",48,BBC
0.3818,Sun Jun 03 19:02:06 +0000 2018,0.867,0.0,0.133,"Comedian @frankieboyle is heading to Russia before the World Cup tournament begins. 

Frankie Goes to Russia | 9pm… https://t.co/moLB9EGm1Q",49,BBC
0.0,Sun Jun 03 18:03:06 +0000 2018,1.0,0.0,0.0,"Meet the bees who make their own cologne! 🐝🇲🇽

https://t.co/wGqJoNINS2",50,BBC
0.0,Sun Jun 03 17:04:02 +0000 2018,1.0,0.0,0.0,"🦁 Be a zoo keeper for the day
🚲 Ride a bicycle made for two 
🦈 Swim with sharks 

An eight-year-old boy has created… https://t.co/PkrSoRzoXB",51,BBC
0.0516,Sun Jun 03 16:10:18 +0000 2018,0.818,0.086,0.095,"🦋🏰🎥 Lotte Reiniger, a forgotten pioneer of animation, was the first person to create an animated feature film in co… https://t.co/GKBkpKVFjt",52,BBC
0.4574,Sun Jun 03 15:06:04 +0000 2018,0.572,0.0,0.428,"💍❤️ Guess that's a yes!
https://t.co/xLR4N7qtaZ",53,BBC
0.4404,Sun Jun 03 13:03:08 +0000 2018,0.828,0.0,0.172,Cow cuddling is the new wellness trend coming to a field near you... 🐮💕 https://t.co/jEwRFBzUJe https://t.co/zUzKHQ69oU,54,BBC
0.632,Sun Jun 03 13:00:15 +0000 2018,0.812,0.0,0.188,RT @BBCOne: This audience member made Aidan Turner his own knitted Poldark doll - and it's so cute! #TheGNShow https://t.co/94h7BfhoPk,55,BBC
0.0,Sun Jun 03 12:03:08 +0000 2018,1.0,0.0,0.0,The one and only Jeff Goldblum reveals how to do 'the look' that every Jurassic Park actor does when they first see… https://t.co/H8dOEmsDMr,56,BBC
0.5994,Sun Jun 03 11:03:08 +0000 2018,0.83,0.0,0.17,These beautiful black and white photographs of London remained hidden in a loft for 30 years before they were disco… https://t.co/F4PDR8kW81,57,BBC
0.743,Sun Jun 03 10:30:00 +0000 2018,0.76,0.0,0.24,"The Queen loves the Highland pony and has set up a breeding programme to ensure they continue to survive. ❤️ 

Coun… https://t.co/S7fUN1WmK0",58,BBC
0.8271,Sun Jun 03 10:04:05 +0000 2018,0.508,0.0,0.492,"These adorable baby hares snuggle together for warmth and comfort. 🐰💕
https://t.co/LgJsY4XuHD",59,BBC
0.0,Sun Jun 03 08:03:02 +0000 2018,1.0,0.0,0.0,"This incredible cafe is run by teenagers with autism. ☕️🍰🥪

https://t.co/D6HJgLYXxa",60,BBC
0.6858,Sun Jun 03 07:32:06 +0000 2018,0.688,0.067,0.245,"Intuition has fallen out of favour in an age of rational, analytical thinking. But should you still trust your gut?… https://t.co/pl8SydpXfy",61,BBC
0.0,Sun Jun 03 07:04:03 +0000 2018,1.0,0.0,0.0,"Remembering the people of Bunce Island, who were sold into the British slave trade. 

https://t.co/HV5AWuWA29",62,BBC
0.5574,Sun Jun 03 06:31:32 +0000 2018,0.695,0.076,0.228,RT @bbcweather: Today will be fine and warm with plenty of sunshine for the majority of the country apart for an isolated heavy shower. Sco…,63,BBC
0.0,Sat Jun 02 19:10:08 +0000 2018,1.0,0.0,0.0,"Women are more likely to wait longer for a health diagnosis and to be told it’s ‘all in their heads’.
👉… https://t.co/9u3Pb6hQpT",64,BBC
0.6249,Sat Jun 02 19:02:05 +0000 2018,0.733,0.0,0.267,"A once-in-a-lifetime conversation with Eileen Atkins, Judi Dench, Maggie Smith and Joan Plowright. ✨

Nothing Like… https://t.co/JxH075mKLm",65,BBC
0.0,Sat Jun 02 17:29:00 +0000 2018,1.0,0.0,0.0,"Not long to go now...⚽️

#HistoryWillBeMade https://t.co/Q2BX0nK5vg",66,BBC
0.296,Sat Jun 02 17:05:04 +0000 2018,0.779,0.086,0.135,A project to provide free sanitary products to women from low income households in Aberdeen is to be rolled out acr… https://t.co/wfdK5nWCsC,67,BBC
-0.3612,Sat Jun 02 17:04:03 +0000 2018,0.737,0.263,0.0,🍽️🤣 When you’re too polite to complain. https://t.co/CrzNNixuaY,68,BBC
0.0,Sat Jun 02 16:04:07 +0000 2018,1.0,0.0,0.0,🌏💫 13.8 billion years of our universe's history packed into four minutes. https://t.co/EBGmVry69j,69,BBC
0.9337,Sat Jun 02 15:46:29 +0000 2018,0.53,0.0,0.47,RT @BBCShakespeare: Turns out even #Shakespeare acting legends love a good get together. 🎭 Tag those special friends you share everything w…,70,BBC
-0.3412,Sat Jun 02 15:02:06 +0000 2018,0.869,0.131,0.0,"Anthony Hopkins. Emma Thompson. William Shakespeare...

👑 It really doesn't get much better than this.  
#KingLear https://t.co/wQBYFQIIlf",71,BBC
-0.7845,Sat Jun 02 14:04:04 +0000 2018,0.743,0.257,0.0,"📱 Are health apps actually bad for your health?

'The danger is when we reduce our self-worth to a number.'
👉… https://t.co/AOWkdvf3TY",72,BBC
0.5093,Sat Jun 02 13:09:14 +0000 2018,0.888,0.0,0.112,"RT @BBCSpringwatch: BREAKING NEWS! 🚨

Our wrens have started to fledge the nest 😍 Stay up to date at https://t.co/gIA23qZAHX
#Springwatch h…",73,BBC
-0.4767,Sat Jun 02 13:01:05 +0000 2018,0.829,0.171,0.0,"In 1966, a group of schoolchildren made some sad and uncannily accurate predictions about the future. https://t.co/gNGkpeyoZ9",74,BBC
0.4939,Sat Jun 02 12:02:03 +0000 2018,0.849,0.0,0.151,"🤔👔 This men's T-shirt shirt is selling for £935 and it's left loads of people pretty baffled.
👉… https://t.co/yONjwKqdkz",75,BBC
0.0,Sat Jun 02 11:06:03 +0000 2018,1.0,0.0,0.0,🦆 Swans have been borrowing items from @SteveBackshall to build their nests for the last few years.  https://t.co/d5S5PG9Ygi,76,BBC
0.4199,Sat Jun 02 09:00:14 +0000 2018,0.782,0.0,0.218,"📸🐶 Call the puparazzi, these divas are ready to shine! 💎https://t.co/zYrpgXF69z",77,BBC
0.0,Sat Jun 02 08:01:03 +0000 2018,1.0,0.0,0.0,"🙌❤️ Take us back to @NiallOfficial at #BiggestWeekend.

There's still time to catch up on this incredible set + lot… https://t.co/sP2h8cjgsw",78,BBC
-0.4019,Sat Jun 02 07:51:56 +0000 2018,0.881,0.119,0.0,"RT @bbcmusic: We knew @TaylorSwift13 was trouble when she touched down in Swansea 😅😍

Watch her showstopping @BBCR1 #BiggestWeekend set in…",79,BBC
0.0,Fri Jun 01 19:06:04 +0000 2018,1.0,0.0,0.0,🎤❤️ #BTS are on the lips and screens of fans everywhere as the #Kpop band smash records in real life and on social… https://t.co/h7KwxeZQm5,80,BBC
0.4588,Fri Jun 01 18:01:07 +0000 2018,0.667,0.0,0.333,😈 Cute...but deadly. https://t.co/lhpd0watrN,81,BBC
0.0,Fri Jun 01 16:33:00 +0000 2018,1.0,0.0,0.0,Leaving work on a Friday like... 👋💃#FridayFeeling @Camila_Cabello https://t.co/oJUssdSPfb,82,BBC
0.0,Fri Jun 01 16:04:04 +0000 2018,1.0,0.0,0.0,🧠🎞 A film where the plot changes depending on the viewer’s brain activity has been developed. https://t.co/7UCYCO7Xyz,83,BBC
0.4588,Fri Jun 01 15:29:31 +0000 2018,0.842,0.0,0.158,RT @BBCScotland: Watch one of Scotland's best-known structures appear from the mist in this stunning timelapse https://t.co/h0mUFTKcmQ,84,BBC
0.6249,Fri Jun 01 14:24:40 +0000 2018,0.797,0.0,0.203,"RT @bbcgetinspired: Meet the Nawaz family and hear how #SuperMovers is helping them get a better night’s sleep. 

Remember to check out Sup…",85,BBC
0.1779,Fri Jun 01 13:00:21 +0000 2018,0.7,0.115,0.185,"A natural hair dye based on the blackcurrant waste from the production of Ribena has been created by scientists.
👉… https://t.co/4e001z6rPc",86,BBC
0.5719,Fri Jun 01 12:32:03 +0000 2018,0.684,0.0,0.316,"Smithy knows how to celebrate #nationalfishandchipday properly. 😂🍟

https://t.co/FFV75BsW0Q",87,BBC
0.0,Fri Jun 01 12:01:05 +0000 2018,1.0,0.0,0.0,"🌽🍔🌮 Vegan junk food, anyone? 
#MillionPoundMenu https://t.co/MY5i9Xph5H",88,BBC
0.0772,Fri Jun 01 11:10:46 +0000 2018,0.947,0.0,0.053,RT @BBCTwo: Want to learn some quick Swedish and Danish? Here’s the cast of #TheBridge with some everyday phrases you might need… ☠😱 https:…,89,BBC
-0.6369,Fri Jun 01 11:00:16 +0000 2018,0.688,0.252,0.06,😢 @NatGeoMag has published a selection of startling photos highlighting the vast amounts of discarded plastic choki… https://t.co/vdjw1nnW36,90,BBC
0.0,Fri Jun 01 10:28:25 +0000 2018,1.0,0.0,0.0,"RT @BBCBreakfast: Come on then, who wants to get their hands on the world's largest freshwater pearl? 🙋🙋‍♂️ https://t.co/C0QV5sHSRx",91,BBC
0.0,Fri Jun 01 10:01:36 +0000 2018,1.0,0.0,0.0,"🎶 Won’t you listen to the man that’s… reading you a #BedtimeStory! 
 
📚 Catch @george_ezra tonight on #CBeebies! https://t.co/mcCzqePrQ7",92,BBC
0.0,Fri Jun 01 08:20:46 +0000 2018,1.0,0.0,0.0,"RT @BBC6Music: Which Biggest Weekend sets will you be watching back on iPlayer?

We asked Neneh (@misscherrylala), @Hanpeel, @Franz_Ferdina…",93,BBC
0.4404,Fri Jun 01 08:00:05 +0000 2018,0.612,0.129,0.259,"This guy is INCREDIBLE 😂
#Hardball https://t.co/HiI4Uxe5TZ",94,BBC
0.0,Fri Jun 01 07:33:03 +0000 2018,1.0,0.0,0.0,The 1960s counterculture fuelled an artistic explosion in the US – but were the flower children merely privileged?… https://t.co/T81ZRLcQQr,95,BBC
0.3182,Fri Jun 01 07:00:15 +0000 2018,0.496,0.198,0.306,Is individualism to be celebrated or lamented? https://t.co/85gs317qM5,96,BBC
-0.7003,Thu May 31 19:02:02 +0000 2018,0.756,0.244,0.0,"'There's nothing a man can do that a woman cannot do'. 

Meet the Nigerian girls fighting out of poverty. 🥊

https://t.co/d0fm8HShEK",97,BBC
0.6041,Thu May 31 18:03:07 +0000 2018,0.768,0.0,0.232,"Did @PanicAtTheDisco's @BrendonUrie just reveal he was almost in The Greatest Showman? 😱🎶

https://t.co/7YXvyrTfHw",98,BBC
0.802,Thu May 31 17:02:06 +0000 2018,0.745,0.0,0.255,"😍 A baby tamandua called Poco has been born at @ZSLLondonZoo and we're in love. 
👉 https://t.co/RM8LMd1PXm https://t.co/vI4Jkn6iVG",99,BBC
0.0,Thu May 31 16:03:03 +0000 2018,1.0,0.0,0.0,"Introducing: the little owl! 🦉 💚

Less nocturnal than other owls, you can often see these birds during the day.

https://t.co/Tn8nNXr5Wd",100,BBC
0.34,Wed Jun 06 19:30:01 +0000 2018,0.854,0.0,0.146,Democrats easily flip Missouri state senate seat Republicans have held for more than a decade… https://t.co/TVDNuRXcVL,1,CBS News
-0.7184,Wed Jun 06 19:09:56 +0000 2018,0.591,0.339,0.07,"Severe storms, including baseball-sized hail, left a trail of destruction in Texas overnight https://t.co/DerFBFrxsv https://t.co/VzEZbpkUwS",2,CBS News
0.0,Wed Jun 06 19:02:37 +0000 2018,1.0,0.0,0.0,"Woman catches foul ball in beer cup at Padres game, proceeds to chug the beer with the ball in it… https://t.co/33ArVMffm8",3,CBS News
0.0382,Wed Jun 06 18:55:40 +0000 2018,0.801,0.095,0.104,"Federal judge rules Trump administration cannot cut off grants to Philadelphia over ""sanctuary city"" fight:… https://t.co/1zzWAiV4oE",4,CBS News
-0.5423,Wed Jun 06 18:39:36 +0000 2018,0.696,0.304,0.0,Crocodile kills pastor performing baptism on lake https://t.co/62AFAIyOqp https://t.co/LmPK8AcGrU,5,CBS News
0.0,Wed Jun 06 18:25:38 +0000 2018,1.0,0.0,0.0,"House Speaker Paul Ryan breaks with President Trump on ""spygate"" claim: https://t.co/HI0d9JKwQX https://t.co/yvmt6kwWvO",6,CBS News
-0.6486,Wed Jun 06 18:22:26 +0000 2018,0.798,0.202,0.0,"“We’ve had three devastating major hurricanes that hit our country within a month's time,” President Trump says. “A… https://t.co/3Orv6qh3oN",7,CBS News
0.0,Wed Jun 06 18:12:31 +0000 2018,1.0,0.0,0.0,WATCH LIVE: President Trump receives 2018 hurricane season briefing at FEMA headquarters https://t.co/HaKdP42Znv https://t.co/02GFuEyHMZ,8,CBS News
-0.6908,Wed Jun 06 18:09:48 +0000 2018,0.769,0.231,0.0,Colonel Sanders may be rolling over in his grave: KFC is devising a fake meat version with the colonel's tightly he… https://t.co/PDB0olpUmw,9,CBS News
0.0,Wed Jun 06 17:49:57 +0000 2018,1.0,0.0,0.0,"A man took a knee during the national anthem at the White House's ""Celebration of America"" event on Tuesday:… https://t.co/758QPRqG0z",10,CBS News
-0.4215,Wed Jun 06 17:34:43 +0000 2018,0.833,0.167,0.0,UPS workers have given their union the go-ahead to call a strike in what would be their first walkout in decades… https://t.co/q7zQZ44q9L,11,CBS News
-0.0772,Wed Jun 06 17:21:41 +0000 2018,0.751,0.131,0.117,"""We're talking everything through. There may be disagreements. I regard this as much like a family quarrel. I'm alw… https://t.co/9D1GOSG7mG",12,CBS News
-0.8689,Wed Jun 06 17:20:27 +0000 2018,0.57,0.43,0.0,"Bobby Kennedy died 50 years ago today, after an assassination that shocked the nation. https://t.co/nLmV77t3CN… https://t.co/t1xwEoEBzA",13,CBS News
0.3612,Wed Jun 06 17:19:50 +0000 2018,0.884,0.0,0.116,"""This is not the Chinese government buying a bunch of natural gas and soybeans from America. This is about reducing… https://t.co/TqmCOTNt5t",14,CBS News
0.0,Wed Jun 06 17:15:10 +0000 2018,1.0,0.0,0.0,WATCH LIVE: Director of the National Economic Council Larry Kudlow holds a press briefing on the G7 conference… https://t.co/FBjjHP3ZIV,15,CBS News
0.3612,Wed Jun 06 17:03:14 +0000 2018,0.837,0.0,0.163,President Trump commutes the life sentence of Alice Marie Johnson after her case was championed by Kim Kardashian W… https://t.co/MzOV8qTJYo,16,CBS News
-0.3818,Wed Jun 06 16:54:54 +0000 2018,0.874,0.126,0.0,About 100 firefighters battle blaze at a luxury hotel in London; video footage shows smoke billowing from the roof… https://t.co/q40GrOBdwd,17,CBS News
0.3612,Wed Jun 06 16:40:05 +0000 2018,0.889,0.0,0.111,"Too close for comfort: A woman captured video of a black fin shark swimming just off the coast of Myrtle Beach, pro… https://t.co/74L7mE1bRJ",18,CBS News
0.0,Wed Jun 06 16:33:09 +0000 2018,1.0,0.0,0.0,"WATCH: President Trump is signing the VA Mission Act, which will facilitate military veterans' access to private-se… https://t.co/WE1QY2NYPY",19,CBS News
0.0,Wed Jun 06 16:20:32 +0000 2018,1.0,0.0,0.0,GOP Senate report says Obama officials gave Iran access to U.S. financial system https://t.co/uQ2uI2IlUk https://t.co/SqOXiKuj6O,20,CBS News
0.0,Wed Jun 06 16:06:44 +0000 2018,1.0,0.0,0.0,"Former New York City Mayor Rudy Giuliani says North Korean leader Kim Jong Un got ""on his hands and knees and begge… https://t.co/Edm9hrv3qY",21,CBS News
-0.6705,Wed Jun 06 15:39:44 +0000 2018,0.693,0.251,0.056,"Severe storms, including hail the size of baseballs, left a trail of damage in Texas overnight: ""It actually sounde… https://t.co/F0S5mRDS4d",22,CBS News
-0.296,Wed Jun 06 15:24:49 +0000 2018,0.879,0.121,0.0,Cambridge Analytica chief Alexander Nix accused of taking $8M from company ahead of its recent collapse… https://t.co/uQt5Ko8H2o,23,CBS News
0.0,Wed Jun 06 15:09:40 +0000 2018,1.0,0.0,0.0,President Trump and North Korean leader Kim Jong Un will use a luxury resort for their nuclear summit in Singapore… https://t.co/qVBuCeM27l,24,CBS News
0.1624,Wed Jun 06 14:55:13 +0000 2018,0.775,0.12,0.105,"Fire fighters brought out the vacuum for this rescue. But they weren't cleaning, they were sucking ducks out of a h… https://t.co/6bxqjrUKrw",25,CBS News
0.0,Wed Jun 06 14:43:36 +0000 2018,1.0,0.0,0.0,"“Why was it canceled? Probably because we didn't go. I mean, we could have, but … we wanted to get work in and got… https://t.co/WUcboR3VMp",26,CBS News
0.0,Wed Jun 06 14:39:48 +0000 2018,1.0,0.0,0.0,"""I'm not discussing it. It's over. What you have seen and what you heard is enough,"" Philadelphia Eagles coach Doug… https://t.co/DynG4hFy9y",27,CBS News
0.0,Wed Jun 06 14:37:52 +0000 2018,1.0,0.0,0.0,MOMENTS AGO: Philadelphia Eagles' coach Doug Pederson is talking to the press for the first time since the team was… https://t.co/Py0j25blzT,28,CBS News
-0.4767,Wed Jun 06 14:20:56 +0000 2018,0.725,0.213,0.063,California voters recall judge who sentenced Brock Turner to short jail sentence for sexually assaulting a young wo… https://t.co/ytfSdZ1Tde,29,CBS News
0.0,Wed Jun 06 14:00:02 +0000 2018,1.0,0.0,0.0,Rep. Steve Scalise makes return to congressional baseball practice one year after he was shot… https://t.co/vYhUPbf0AA,30,CBS News
0.0,Wed Jun 06 13:45:13 +0000 2018,1.0,0.0,0.0,"At dawn, 74 years ago today, American troops landed on the beaches of Normandy for #DDay https://t.co/kZkMDX4NYy https://t.co/7keHgWnR3a",31,CBS News
0.0,Wed Jun 06 13:29:36 +0000 2018,1.0,0.0,0.0,"GOP Senate report says Obama officials gave Iran access to U.S. financial system
https://t.co/wtrSoueTqq https://t.co/pCN0FMX1Al",32,CBS News
-0.7269,Wed Jun 06 13:16:19 +0000 2018,0.757,0.243,0.0,"Is the Earth angry? Two volcanoes had massive eruptions in the past few weeks, causing wide spread devastation in H… https://t.co/S0kZlRbiCp",33,CBS News
0.7184,Wed Jun 06 13:00:27 +0000 2018,0.7,0.0,0.3,WATCH: Police successfully rescued a baby girl from a volcanic ash-covered home near Guatemala's Volcan de Fuego… https://t.co/P5r7UxhLRb,34,CBS News
0.0,Wed Jun 06 12:39:45 +0000 2018,1.0,0.0,0.0,Single mom who went into labor during final exam graduates from Harvard Law School https://t.co/YsBOky9QEv https://t.co/u4fWmxIejp,35,CBS News
0.5719,Wed Jun 06 12:36:34 +0000 2018,0.829,0.0,0.171,"Sen. Robert Kennedy was assassinated 50 years ago, just moments after he won the California presidential primary. A… https://t.co/lfHSEK4CJX",36,CBS News
0.4168,Wed Jun 06 12:27:44 +0000 2018,0.824,0.0,0.176,"Woman punched by New Jersey officer on the beach: ""I'm not a criminal""
https://t.co/Gn29V1Hqv1 https://t.co/LjFlUq3lEN",37,CBS News
0.0,Wed Jun 06 12:21:48 +0000 2018,1.0,0.0,0.0,"Starbucks recently revealed its plans to build nearly 3,000 new stores in mainland China over the next five years,… https://t.co/7REh52vs8g",38,CBS News
0.4215,Wed Jun 06 12:15:31 +0000 2018,0.865,0.0,0.135,Headspace is a popular meditation app that aims to bring mindfulness to the masses. The app provides guided meditat… https://t.co/qU04mCTKbl,39,CBS News
0.0,Wed Jun 06 12:09:34 +0000 2018,1.0,0.0,0.0,Facebook is under new scrutiny after acknowledging data-sharing partnerships with at least 4 Chinese electronic com… https://t.co/sdK4gW2zbR,40,CBS News
0.0,Wed Jun 06 12:08:02 +0000 2018,1.0,0.0,0.0,"Today, First lady Melania Trump is expected to make her first appearance in 27 days in front of cameras. She will j… https://t.co/yxNTo4gnn7",41,CBS News
0.0,Wed Jun 06 12:06:20 +0000 2018,1.0,0.0,0.0,President Trump and North Korean leader Kim Jong Un will use a luxury resort in Singapore for their summit next wee… https://t.co/CRKhIWrnAK,42,CBS News
0.0,Wed Jun 06 12:00:22 +0000 2018,1.0,0.0,0.0,Key Senate Republicans are pushing longshot legislation that would require Congress to sign off on President Trump'… https://t.co/FLrpCVUPgt,43,CBS News
0.0,Wed Jun 06 11:54:17 +0000 2018,1.0,0.0,0.0,Here are some of this morning’s headlines on @CBSThisMorning https://t.co/J93l20OHFg,44,CBS News
-0.3369,Wed Jun 06 11:47:59 +0000 2018,0.727,0.191,0.082,A New Jersey police officer will not face charges for punching a woman in the head during a controversial arrest ca… https://t.co/BdjgBWaYPv,45,CBS News
0.0,Wed Jun 06 11:40:30 +0000 2018,1.0,0.0,0.0,Former President Bill Clinton is responding to backlash for saying he did not believe he owed Monica Lewinsky a fac… https://t.co/3WfLWL5fxf,46,CBS News
0.5719,Wed Jun 06 11:39:31 +0000 2018,0.829,0.0,0.171,The sister of celebrated fashion designer Kate Spade tells @CBSThisMorning she may have taken her own life because… https://t.co/dTWj8f98nU,47,CBS News
-0.34,Wed Jun 06 11:34:31 +0000 2018,0.793,0.207,0.0,"Northern California voters have recalled a judge from office over a controversial sentencing decision, Judge Aaron… https://t.co/ZhLRa0PmHE",48,CBS News
0.34,Wed Jun 06 11:33:47 +0000 2018,0.882,0.0,0.118,"Here are three things you should know this morning:
1⃣Openings outnumber jobless
2⃣Smart toy security flaws
3⃣New l… https://t.co/ID18Pe4Ss4",49,CBS News
-0.4939,Wed Jun 06 11:20:48 +0000 2018,0.833,0.167,0.0,The Kilauea Volcano in Hawaii destroyed hundreds more homes in two oceanfront communities. @LonnieQuinnTV has more… https://t.co/e4cTELTirO,50,CBS News
0.0,Wed Jun 06 11:20:19 +0000 2018,1.0,0.0,0.0,Lucas Warren was named the newest poster baby for Gerber baby food earlier this year; now he's in the spotlight aga… https://t.co/k05jk4bEQX,51,CBS News
0.0,Wed Jun 06 11:17:16 +0000 2018,1.0,0.0,0.0,RT @CBSThisMorning: Many of the online tributes to Kate Spade have raised awareness for mental health. If you or someone you know needs hel…,52,CBS News
-0.4215,Wed Jun 06 11:16:56 +0000 2018,0.686,0.201,0.113,Guatemala's disaster agency ordered new evacuations over a sudden increase in volcanic activity after Sunday's dead… https://t.co/SezrgpdGNf,53,CBS News
0.0,Wed Jun 06 11:13:52 +0000 2018,1.0,0.0,0.0,They're still counting votes following a series of primary elections that could determine who controls Congress nex… https://t.co/1K9oxvmXzf,54,CBS News
0.4215,Wed Jun 06 11:10:43 +0000 2018,0.865,0.0,0.135,"The federal commission on school safety will hold its first public forum in Washington. Its chairman, Education Sec… https://t.co/GxIi0WXr7R",55,CBS News
-0.8316,Wed Jun 06 11:10:29 +0000 2018,0.685,0.315,0.0,"Martese Edwards, a government contractor, was arrested for attempted murder when he showed up for work at the White… https://t.co/8RSUTXSxR2",56,CBS News
-0.3182,Wed Jun 06 11:06:31 +0000 2018,0.892,0.108,0.0,Kate Spade's sister says the fashion designer may have taken her own life because of a struggle with mental illness… https://t.co/G7M7jPqjGM,57,CBS News
0.7269,Wed Jun 06 11:00:01 +0000 2018,0.724,0.0,0.276,"Philippine President Rodrigo Duterte is defending an onstage kiss during a trip to South Korea: ""We enjoyed it""… https://t.co/JgY7xDULI8",58,CBS News
0.0,Wed Jun 06 10:54:02 +0000 2018,1.0,0.0,0.0,"RT @CBSThisMorning: WATCH: Here's a preview of what to expect on @CBSThisMorning, next at 7 a.m. https://t.co/szjAxmJURB",59,CBS News
0.0,Wed Jun 06 10:44:53 +0000 2018,1.0,0.0,0.0,COMING UP: The woman punched by police on a New Jersey beach gives her first TV interview to @CBSThisMorning and re… https://t.co/OHQqhw4xJQ,60,CBS News
0.4215,Wed Jun 06 10:41:34 +0000 2018,0.877,0.0,0.123,The co-founder of the popular meditation app @Headspace is in Studio 57 with his effort to bring mindfulness to the… https://t.co/ZY3TPUPhEJ,61,CBS News
-0.4588,Wed Jun 06 10:39:52 +0000 2018,0.678,0.225,0.097,Frightened people living near Guatemala's Volcano of Fire fled with their children and few possessions when fresh f… https://t.co/iAiyE01qN4,62,CBS News
0.296,Wed Jun 06 10:28:04 +0000 2018,0.885,0.0,0.115,"RT @CBSThisMorning: THIS MORNING: 
🔜@edokeefe discusses primary results
🔜@Headspace Co-founder and Chief Science Officer join us in Studio…",63,CBS News
0.3182,Wed Jun 06 10:19:56 +0000 2018,0.859,0.0,0.141,"North Korea expert has a message for President Trump: ""Please listen to your advisers"" https://t.co/eqtQCoF5rH https://t.co/hKUvzNQ04q",64,CBS News
-0.7717,Wed Jun 06 10:03:04 +0000 2018,0.544,0.456,0.0,Stars mourn Kate Spade's death on social media https://t.co/a75XNqStO9 https://t.co/H5b0LvFRkl,65,CBS News
-0.1551,Wed Jun 06 09:48:03 +0000 2018,0.76,0.139,0.101,"Indiana middle school shooting suspect not being charged as adult, prosecutors say https://t.co/3lxTJIjSMt https://t.co/FKIHTi50xy",66,CBS News
-0.4404,Wed Jun 06 09:33:04 +0000 2018,0.791,0.209,0.0,"Elk attacks another woman at Yellowstone National Park, authorities say https://t.co/yBvTZLQinr https://t.co/cs3lq7l1kM",67,CBS News
0.4215,Wed Jun 06 09:18:04 +0000 2018,0.781,0.0,0.219,"Scott Pruitt had aide ask about Chick-fil-A ""business opportunity"" https://t.co/Edf6yKUCWY https://t.co/F7DqsWBnVr",68,CBS News
-0.4767,Wed Jun 06 09:03:04 +0000 2018,0.78,0.22,0.0,"Philadelphia mayor calls Trump a ""tyrant"" after White House snubs Eagles https://t.co/D8h7AMazc7 https://t.co/hv6wOJhFqh",69,CBS News
0.34,Wed Jun 06 08:48:04 +0000 2018,0.821,0.0,0.179,Social Security says system's costs will exceed income this year https://t.co/GeEEMRzkj0 https://t.co/t3VnoOHYyS,70,CBS News
-0.5859,Wed Jun 06 08:33:04 +0000 2018,0.676,0.324,0.0,FBI agent whose gun accidentally went off in nightclub identified https://t.co/mdjjT4mlZl https://t.co/J3yPtuSDQx,71,CBS News
-0.5574,Wed Jun 06 08:18:03 +0000 2018,0.463,0.352,0.185,Secret Service arrests White House contractor with outstanding attempted murder warrant https://t.co/gtA0FC9Ya4 https://t.co/mWFKUj8JFe,72,CBS News
